  # q-path    omega_q   gamma(q)(meV)     g(q)^2 (meV*ryd)          lambda
    3.0085    15.3561      2.3800e-03           5.9923e+03      5.1162e-02
    3.0409    15.4283      1.1680e-03           5.9653e+03      2.4873e-02
    3.0734    15.5239      1.8800e-04           5.9653e+03      3.9545e-03
    3.1059    15.6374      1.3800e-04           5.9949e+03      2.8608e-03
    3.1384    15.7622      3.6000e-05           6.0567e+03      7.3451e-04
    3.1708    15.8907      2.3000e-05           6.1547e+03      4.6171e-04
    3.2033    16.0151      1.9000e-05           6.2897e+03      3.7551e-04
    3.2358    16.1276      1.6000e-05           6.4584e+03      3.1182e-04
    3.2683    16.2221      2.1000e-05           6.6516e+03      4.0452e-04
    3.3007    16.2948      3.3000e-05           6.8533e+03      6.3001e-04
    3.3332    16.3454      5.7000e-05           7.0370e+03      1.0815e-03
    3.3657    16.3808      8.5000e-05           7.0226e+03      1.6058e-03
    3.3981    16.5146      2.2000e-05           5.7505e+03      4.0890e-04
    3.4306    16.8052      5.1000e-05           5.4978e+03      9.1540e-04
    3.4631    17.2709      5.9000e-05           5.1479e+03      1.0027e-03
    3.4956    17.8267      7.9000e-05           5.1631e+03      1.2601e-03
    3.5280    18.2750      2.7600e-04           6.3489e+03      4.1891e-03
    3.5605    17.9787      2.8700e-04           6.4323e+03      4.5009e-03
    3.5930    17.6490      3.2200e-04           6.5616e+03      5.2402e-03
    3.6255    17.2924      4.5200e-04           6.7307e+03      7.6623e-03
    3.6579    17.3855      2.7800e-04           5.2166e+03      4.6623e-03
    3.6904    17.5155      2.6200e-04           5.1434e+03      4.3290e-03
    3.7229    17.6282      1.9200e-04           5.0590e+03      3.1320e-03
    3.7554    17.7121      1.1700e-04           4.9893e+03      1.8905e-03
    3.7878    17.7497      1.0900e-04           5.0066e+03      1.7538e-03
    3.8203    17.7182      1.5100e-04           5.2352e+03      2.4382e-03
    3.8528    17.5994      1.6600e-04           5.7658e+03      2.7167e-03
    3.8852    17.3994      1.2900e-04           6.7373e+03      2.1600e-03
    3.9177    17.4436      2.2800e-04           9.3659e+03      3.7983e-03
    3.9502    17.5867      4.4200e-04           9.4367e+03      7.2441e-03
    3.9827    17.7338      3.5700e-04           9.4852e+03      5.7543e-03
    4.0151    17.8823      1.0990e-03           9.5206e+03      1.7421e-02
    4.0476    18.0308      1.0820e-03           9.5405e+03      1.6870e-02
    4.0801    18.1777      1.2470e-03           9.5458e+03      1.9130e-02
    4.1126    18.3213      1.3810e-03           9.5345e+03      2.0855e-02
    4.1450    18.4601      1.7340e-03           9.5089e+03      2.5794e-02
    4.1775    18.5923      1.6800e-03           9.4697e+03      2.4636e-02
    4.2100    18.7164      2.0670e-03           9.4181e+03      2.9911e-02
    4.2424    18.8306      3.4700e-04           9.3569e+03      4.9606e-03

    0.0000    20.4975      8.0000e-06           9.6695e+03      9.6520e-05
    0.0250    20.4874      2.6660e-02           9.6000e+03      3.2197e-01
    0.0499    20.4576      1.3221e-02           9.5129e+03      1.6013e-01
    0.0749    20.4090      8.2420e-03           9.4100e+03      1.0030e-01
    0.0998    20.3431      5.0710e-03           9.2929e+03      6.2114e-02
    0.1248    20.2622      4.7480e-03           9.1632e+03      5.8623e-02
    0.1498    20.1688      3.9860e-03           9.0233e+03      4.9672e-02
    0.1747    20.0659      3.3110e-03           8.8727e+03      4.1684e-02
    0.1997    19.9569      2.3020e-03           8.7118e+03      2.9299e-02
    0.2246    19.8452      2.1820e-03           8.5420e+03      2.8085e-02
    0.2496    19.7343      2.1750e-03           8.3651e+03      2.8310e-02
    0.2746    19.6273      1.3610e-03           8.1827e+03      1.7909e-02
    0.2995    19.5270      1.3240e-03           7.9963e+03      1.7601e-02
    0.3245    19.4355      2.2030e-03           7.8118e+03      2.9563e-02
    0.3494    19.3541      1.8280e-03           7.6324e+03      2.4738e-02
    0.3744    19.2834      1.5440e-03           7.4659e+03      2.1048e-02
    0.3993    19.2233      1.4560e-03           7.3127e+03      1.9973e-02
    0.4243    19.1729      1.0280e-03           7.1770e+03      1.4176e-02
    0.4493    19.1314      9.8900e-04           7.0617e+03      1.3697e-02
    0.4742    19.0975      8.8300e-04           6.9623e+03      1.2273e-02
    0.4992    19.0704      6.2600e-04           6.8738e+03      8.7254e-03
    0.5241    19.0495      4.9200e-04           6.7886e+03      6.8727e-03
    0.5491    19.0348      5.3800e-04           6.7020e+03      7.5269e-03
    0.5741    19.0270      3.1200e-04           6.5989e+03      4.3686e-03
    0.5990    19.0279      2.7100e-04           6.4716e+03      3.7942e-03
    0.6240    19.0403      1.7800e-04           6.3067e+03      2.4889e-03
    0.6489    19.0681      2.0100e-04           6.1045e+03      2.8023e-03
    0.6739    19.1154      1.5300e-04           5.8771e+03      2.1225e-03
    0.6989    19.1845      1.2400e-04           5.6647e+03      1.7079e-03
    0.7238    19.2735      6.2000e-05           5.5195e+03      8.4606e-04
    0.7488    19.3754      1.0400e-04           5.4739e+03      1.4043e-03
    0.7737    19.4809      1.2400e-04           5.5254e+03      1.6563e-03
    0.7987    19.5810      1.6500e-04           5.6509e+03      2.1814e-03
    0.8237    19.6693      2.0500e-04           5.8308e+03      2.6860e-03
    0.8486    19.7416      2.7600e-04           6.0438e+03      3.5898e-03
    0.8736    19.7957      3.5600e-04           6.2784e+03      4.6051e-03
    0.8985    19.8310      2.9700e-04           6.5236e+03      3.8282e-03
    0.9235    19.8477      5.0800e-04           6.7757e+03      6.5369e-03
    0.9484    19.8468      8.7700e-04           7.0273e+03      1.1286e-02
    0.9734    19.8293      1.6810e-03           7.2741e+03      2.1671e-02
    0.9984    19.7968      9.8100e-04           7.5069e+03      1.2688e-02
    1.0078    19.7912      1.5300e-03           7.5353e+03      1.9801e-02
    1.0172    19.7847      2.2230e-03           7.5660e+03      2.8788e-02
    1.0266    19.7773      3.5710e-03           7.5954e+03      4.6279e-02
    1.0360    19.7692      2.1950e-03           7.6287e+03      2.8470e-02
    1.0454    19.7604      1.9110e-03           7.6600e+03      2.4808e-02
    1.0548    19.7511      2.7200e-03           7.6903e+03      3.5344e-02
    1.0643    19.7414      2.9190e-03           7.7254e+03      3.7967e-02
    1.0737    19.7313      1.5510e-03           7.7588e+03      2.0194e-02
    1.0831    19.7210      2.0150e-03           7.7928e+03      2.6263e-02
    1.0925    19.7106      2.7110e-03           7.8267e+03      3.5372e-02
    1.1019    19.7000      1.6830e-03           7.8600e+03      2.1983e-02
    1.1113    19.6895      1.2370e-03           7.8940e+03      1.6174e-02
    1.1207    19.6790      1.2960e-03           7.9266e+03      1.6964e-02
    1.1302    19.6687      1.5340e-03           7.9580e+03      2.0100e-02
    1.1396    19.6586      1.4450e-03           7.9887e+03      1.8954e-02
    1.1490    19.6488      1.5860e-03           8.0183e+03      2.0824e-02
    1.1584    19.6393      2.8820e-03           8.0465e+03      3.7877e-02
    1.1678    19.6303      2.3610e-03           8.0733e+03      3.1058e-02
    1.1772    19.6217      2.3630e-03           8.0984e+03      3.1111e-02
    1.1866    19.6137      1.5870e-03           8.1222e+03      2.0912e-02
    1.1960    19.6063      1.9410e-03           8.1417e+03      2.5596e-02
    1.2055    19.5995      2.2630e-03           8.1634e+03      2.9862e-02
    1.2149    19.5934      1.9350e-03           8.1791e+03      2.5550e-02
    1.2243    19.5880      3.3500e-04           6.5853e+03      4.4258e-03
    1.2337    19.5834      4.7600e-04           6.5995e+03      6.2916e-03
    1.2431    19.5845      5.9800e-04           6.6101e+03      7.9033e-03
    1.2525    19.5871      5.2300e-04           6.6195e+03      6.9102e-03
    1.2619    19.5890      7.0000e-06           5.0161e+03      9.2471e-05
    1.2714    19.5901      3.0000e-06           5.0201e+03      3.9626e-05
    1.2808    19.5904      6.0000e-06           5.0224e+03      7.9249e-05
    1.2878    19.5902      3.0000e-06           5.0212e+03      3.9625e-05
    1.2949    19.5896      4.0000e-06           5.0183e+03      5.2837e-05
    1.3020    19.5886      6.0000e-06           5.0149e+03      7.9264e-05
    1.3090    19.5871      5.2300e-04           6.6195e+03      6.9102e-03
    1.3161    19.5853      3.4400e-04           6.6128e+03      4.5460e-03
    1.3231    19.5830      4.2900e-04           6.6057e+03      5.6706e-03
    1.3302    19.5844      4.6400e-04           6.5964e+03      6.1324e-03
    1.3373    19.5880      3.3500e-04           6.5853e+03      4.4258e-03
    1.3443    19.5920      1.5360e-03           8.1828e+03      2.0284e-02
    1.3514    19.5963      3.0240e-03           8.1706e+03      3.9918e-02
    1.3584    19.6011      2.0550e-03           8.1582e+03      2.7113e-02
    1.3655    19.6063      1.9410e-03           8.1417e+03      2.5596e-02
    1.3726    19.6118      2.0630e-03           8.1265e+03      2.7189e-02
    1.3796    19.6177      1.3360e-03           8.1081e+03      1.7597e-02
    1.3867    19.6238      2.1240e-03           8.0927e+03      2.7959e-02
    1.3937    19.6303      2.3610e-03           8.0733e+03      3.1058e-02
    1.4008    19.6370      1.8760e-03           8.0534e+03      2.4661e-02
    1.4079    19.6440      1.3420e-03           8.0325e+03      1.7629e-02
    1.4149    19.6512      1.8420e-03           8.0108e+03      2.4179e-02
    1.4220    19.6586      1.4450e-03           7.9887e+03      1.8954e-02
    1.4290    19.6661      1.4670e-03           7.9646e+03      1.9228e-02
    1.4361    19.6738      2.0500e-03           7.9425e+03      2.6848e-02
    1.4432    19.6816      1.6460e-03           7.9171e+03      2.1540e-02
    1.4502    19.6895      1.2370e-03           7.8940e+03      1.6174e-02
    1.4573    19.6974      2.2480e-03           7.8674e+03      2.9370e-02
    1.4643    19.7053      1.9060e-03           7.8439e+03      2.4882e-02
    1.4714    19.7132      1.5350e-03           7.8181e+03      2.0023e-02
    1.4785    19.7210      2.0150e-03           7.7928e+03      2.6263e-02
    1.4855    19.7288      1.6960e-03           7.7675e+03      2.2088e-02
    1.4926    19.7364      1.7570e-03           7.7424e+03      2.2865e-02
    1.4996    19.7439      2.6330e-03           7.7175e+03      3.4239e-02
    1.5067    19.7511      2.7200e-03           7.6903e+03      3.5344e-02
    1.5138    19.7581      1.9320e-03           7.6670e+03      2.5087e-02
    1.5208    19.7649      2.0350e-03           7.6425e+03      2.6406e-02
    1.5279    19.7713      2.5360e-03           7.6196e+03      3.2886e-02
    1.5349    19.7773      3.5710e-03           7.5954e+03      4.6279e-02
    1.5420    19.7829      3.1000e-03           7.5726e+03      4.0152e-02
    1.5491    19.7881      1.8470e-03           7.5494e+03      2.3911e-02
    1.5561    19.7927      1.5790e-03           7.5282e+03      2.0432e-02
    1.5632    19.7968      9.8100e-04           7.5069e+03      1.2688e-02
    1.5841    19.8305      1.1050e-03           7.2733e+03      1.4244e-02
    1.6051    19.8527      5.3100e-04           7.0208e+03      6.8294e-03
    1.6261    19.8636      5.6100e-04           6.7588e+03      7.2074e-03
    1.6470    19.8636      6.7400e-04           6.4904e+03      8.6591e-03
    1.6680    19.8530      2.3300e-04           6.2273e+03      2.9966e-03
    1.6890    19.8324      5.7300e-04           5.9731e+03      7.3847e-03
    1.7099    19.8024      2.2900e-04           5.7423e+03      2.9603e-03
    1.7309    19.7636      1.6200e-04           5.5430e+03      2.1024e-03
    1.7519    19.7167      1.7600e-04           5.3886e+03      2.2950e-03
    1.7728    19.6626      1.6700e-04           5.2833e+03      2.1896e-03
    1.7938    19.6020      1.9700e-04           5.2333e+03      2.5989e-03
    1.8148    19.5351      2.7300e-04           5.2369e+03      3.6263e-03
    1.8357    19.4623      3.9000e-04           5.2873e+03      5.2192e-03
    1.8567    19.3832      4.4600e-04           5.3709e+03      6.0175e-03
    1.8777    19.2973      1.4640e-03           5.4740e+03      1.9929e-02
    1.8986    19.2036      4.7700e-04           5.5820e+03      6.5567e-03
    1.9196    19.1011      9.7600e-04           5.6782e+03      1.3560e-02
    1.9405    18.9888      1.0260e-03           5.7555e+03      1.4424e-02
    1.9615    18.8657      6.0700e-04           5.8052e+03      8.6452e-03
    1.9825    18.7311      3.7800e-04           5.8291e+03      5.4613e-03
    2.0034    18.5845      3.8400e-04           5.8242e+03      5.6359e-03
    2.0244    18.4256      3.1000e-04           5.7943e+03      4.6286e-03
    2.0454    18.2545      2.9100e-04           5.7424e+03      4.4267e-03
    2.0663    18.0714      2.6200e-04           5.6717e+03      4.0668e-03
    2.0873    17.8766      1.8100e-04           5.5853e+03      2.8710e-03
    2.1083    17.6708      2.5400e-04           5.4862e+03      4.1234e-03
    2.1292    17.4546      1.8500e-04           5.3821e+03      3.0781e-03
    2.1502    17.2289      3.9800e-04           5.2732e+03      6.7967e-03
    2.1712    16.9946      2.1900e-04           5.1647e+03      3.8437e-03
    2.1921    16.7527      4.0500e-04           5.0571e+03      7.3150e-03
    2.2131    16.5042      4.0300e-04           4.9576e+03      7.4997e-03
    2.2341    16.2504      4.4600e-04           4.8682e+03      8.5612e-03
    2.2550    15.9925      6.8700e-04           4.7960e+03      1.3616e-02
    2.2760    15.7321      5.0300e-04           4.7440e+03      1.0302e-02
    2.2970    15.4710      1.3590e-03           4.7209e+03      2.8781e-02
    2.3179    15.2118      3.6900e-04           4.7411e+03      8.0834e-03
    2.3389    14.9589      9.9000e-04           4.8280e+03      2.2427e-02
    2.3598    14.7218      5.7300e-04           5.0321e+03      1.3402e-02
    2.3808    14.5256      1.8590e-03           5.4112e+03      4.4662e-02
    2.4018    14.4386      1.3780e-03           5.7230e+03      3.3507e-02
    2.4153    14.7247      1.4210e-03           5.8553e+03      3.3222e-02
    2.4289    15.0048      2.5300e-03           5.9877e+03      5.6963e-02
    2.4424    15.2786      3.1830e-03           6.1201e+03      6.9119e-02
    2.4560    15.5460      2.9520e-03           6.2523e+03      6.1917e-02
    2.4695    15.8068      3.1590e-03           6.3841e+03      6.4090e-02
    2.4830    16.0608      3.6320e-03           6.5151e+03      7.1374e-02
    2.4966    16.3080      3.2150e-03           6.6452e+03      6.1279e-02
    2.5101    16.5483      3.0240e-03           6.7744e+03      5.5976e-02
    2.5237    16.7815      3.1910e-03           6.9031e+03      5.7437e-02
    2.5372    17.0075      3.2340e-03           7.0312e+03      5.6675e-02
    2.5508    17.2265      3.1880e-03           7.1583e+03      5.4457e-02
    2.5643    17.4383      3.2210e-03           7.2848e+03      5.3692e-02
