  # q-path    omega_q   gamma(q)(meV)     g(q)^2 (meV*ryd)          lambda
    3.3657    19.2444      3.1700e-04           4.6907e+03      4.3389e-03
    3.3981    19.1096      4.2000e-04           4.5278e+03      5.8301e-03
    3.4306    18.9507      1.0130e-03           4.4141e+03      1.4298e-02
    3.4631    18.7612      1.7310e-03           4.3472e+03      2.4929e-02
    3.4956    18.5367      5.5700e-04           4.3251e+03      8.2171e-03
    3.5280    18.3564      6.6500e-04           3.6435e+03      1.0004e-02
    3.5605    18.8093      1.2670e-03           4.0022e+03      1.8154e-02
    3.5930    19.1671      1.6940e-03           4.4443e+03      2.3374e-02
    3.6255    19.4210      2.8800e-03           4.9374e+03      3.8706e-02
    3.6579    19.5708      2.9760e-03           5.4587e+03      3.9386e-02
    3.6904    19.6245      1.3730e-03           5.9865e+03      1.8072e-02
    3.7229    19.5977      1.3930e-03           6.5040e+03      1.8385e-02
    3.7554    19.5134      1.6010e-03           6.9841e+03      2.1314e-02
    3.7878    19.4011      1.3890e-03           7.3746e+03      1.8706e-02
    3.8203    19.2951      7.3500e-04           7.5813e+03      1.0007e-02
    3.8528    19.2235      6.9100e-04           7.5434e+03      9.4786e-03
    3.8852    19.1943      3.2600e-04           7.3410e+03      4.4854e-03
    3.9177    19.1960      2.6100e-04           7.1107e+03      3.5905e-03
    3.9502    19.2111      3.6200e-04           6.9241e+03      4.9720e-03
    3.9827    19.2258      3.4800e-04           6.7894e+03      4.7724e-03
    4.0151    19.2315      6.4000e-04           6.7041e+03      8.7717e-03
    4.0476    19.2231      3.8400e-04           6.6688e+03      5.2676e-03
    4.0801    19.1983      3.4600e-04           6.6630e+03      4.7586e-03
    4.1126    19.1564      7.8300e-04           6.6734e+03      1.0816e-02
    4.1450    19.0975      8.1000e-04           6.6942e+03      1.1258e-02
    4.1775    19.0227      9.4100e-04           6.7211e+03      1.3182e-02
    4.2100    18.9332      1.7420e-03           6.7492e+03      2.4634e-02
    4.2424    18.8306      2.0770e-03           6.7732e+03      2.9692e-02

    0.0000    28.5485      6.1800e-04           3.9151e+03      3.8437e-03
    0.0250    28.5472      3.6050e-03           3.8519e+03      2.2424e-02
    0.0499    28.5436      3.0390e-03           3.7988e+03      1.8908e-02
    0.0749    28.5374      2.1100e-03           3.7539e+03      1.3134e-02
    0.0998    28.5283      1.7450e-03           3.7178e+03      1.0869e-02
    0.1248    28.5157      1.3850e-03           3.6933e+03      8.6340e-03
    0.1498    28.4992      1.0300e-03           3.6816e+03      6.4284e-03
    0.1747    28.4781      7.2000e-04           3.6697e+03      4.5003e-03
    0.1997    28.4517      7.3600e-04           3.6850e+03      4.6088e-03
    0.2246    28.4193      7.3700e-04           3.7105e+03      4.6256e-03
    0.2496    28.3800      6.5800e-04           3.7407e+03      4.1412e-03
    0.2746    28.3331      8.5000e-04           3.7782e+03      5.3674e-03
    0.2995    28.2778      1.0440e-03           3.8158e+03      6.6182e-03
    0.3245    28.2132      1.5600e-03           3.8541e+03      9.9346e-03
    0.3494    28.1387      1.4270e-03           3.8943e+03      9.1358e-03
    0.3744    28.0536      1.8910e-03           3.9349e+03      1.2180e-02
    0.3993    27.9574      2.3050e-03           3.9740e+03      1.4949e-02
    0.4243    27.8498      2.7490e-03           4.0108e+03      1.7966e-02
    0.4493    27.7306      3.0880e-03           4.0431e+03      2.0356e-02
    0.4742    27.6000      2.2600e-03           4.0713e+03      1.5039e-02
    0.4992    27.4582      2.5580e-03           4.0946e+03      1.7198e-02
    0.5241    27.3058      2.4290e-03           4.1127e+03      1.6514e-02
    0.5491    27.1435      2.0900e-03           4.1242e+03      1.4380e-02
    0.5741    26.9725      1.3950e-03           4.1305e+03      9.7199e-03
    0.5990    26.7938      9.5800e-04           4.1280e+03      6.7644e-03
    0.6240    26.6088      9.6700e-04           4.1205e+03      6.9232e-03
    0.6489    26.4189      8.3400e-04           4.1054e+03      6.0571e-03
    0.6739    26.2255      5.7200e-04           4.0839e+03      4.2158e-03
    0.6989    26.0303      5.9400e-04           4.0566e+03      4.4438e-03
    0.7238    25.8350      4.0300e-04           4.0243e+03      3.0607e-03
    0.7488    25.6412      9.9400e-04           3.9869e+03      7.6637e-03
    0.7737    25.4508      8.7200e-04           3.9454e+03      6.8241e-03
    0.7987    25.2659      5.5300e-04           3.9004e+03      4.3912e-03
    0.8237    25.0884      4.0000e-04           3.8520e+03      3.2214e-03
    0.8486    24.9210      4.6000e-04           3.8031e+03      3.7545e-03
    0.8736    24.7660      4.7000e-04           3.7523e+03      3.8843e-03
    0.8985    24.6265      3.7600e-04           3.7003e+03      3.1428e-03
    0.9235    24.5054      8.2800e-04           3.6519e+03      6.9894e-03
    0.9484    24.4057      8.0500e-04           3.6077e+03      6.8508e-03
    0.9734    24.3300      5.5200e-04           3.5703e+03      4.7270e-03
    0.9984    24.2803      7.2500e-04           3.5404e+03      6.2339e-03
    1.0078    24.2754      9.0700e-04           3.5375e+03      7.8020e-03
    1.0172    24.2716      8.5000e-04           3.5350e+03      7.3140e-03
    1.0266    24.2687      8.8200e-04           3.5332e+03      7.5911e-03
    1.0360    24.2669      7.1700e-04           3.5326e+03      6.1719e-03
    1.0454    24.2659      8.1300e-04           3.5301e+03      6.9989e-03
    1.0548    24.2659      6.0100e-04           3.5287e+03      5.1738e-03
    1.0643    24.2666      7.0200e-04           3.5282e+03      6.0430e-03
    1.0737    24.2682      6.1700e-04           3.5277e+03      5.3106e-03
    1.0831    24.2704      5.0900e-04           3.5275e+03      4.3802e-03
    1.0925    24.2732      3.9100e-04           3.5278e+03      3.3640e-03
    1.1019    24.2766      4.4200e-04           3.5288e+03      3.8017e-03
    1.1113    24.2805      5.2300e-04           3.5296e+03      4.4969e-03
    1.1207    24.2848      5.1000e-04           3.5314e+03      4.3836e-03
    1.1302    24.2895      3.9500e-04           3.5315e+03      3.3938e-03
    1.1396    24.2944      3.6900e-04           3.5331e+03      3.1692e-03
    1.1490    24.2994      3.4500e-04           3.5342e+03      2.9618e-03
    1.1584    24.3046      2.4600e-04           3.5361e+03      2.1110e-03
    1.1678    24.3097      4.6100e-04           3.5379e+03      3.9543e-03
    1.1772    24.3148      2.5600e-04           3.5399e+03      2.1950e-03
    1.1866    24.3197      4.2500e-04           3.5420e+03      3.6425e-03
    1.1960    24.3244      3.7000e-04           3.5448e+03      3.1699e-03
    1.2055    24.3288      3.2300e-04           3.5462e+03      2.7662e-03
    1.2149    24.3329      2.2700e-04           3.5480e+03      1.9434e-03
    1.2243    24.3365      2.3700e-04           3.5494e+03      2.0284e-03
    1.2337    24.3397      2.2900e-04           3.5516e+03      1.9595e-03
    1.2431    24.3424      1.7400e-04           3.5526e+03      1.4885e-03
    1.2525    24.3445      1.8700e-04           3.5535e+03      1.5994e-03
    1.2619    24.3460      1.5800e-04           3.5546e+03      1.3512e-03
    1.2714    24.3469      1.7400e-04           3.5551e+03      1.4880e-03
    1.2808    24.3472      2.2700e-04           3.5570e+03      1.9411e-03
    1.2878    24.3471      1.6000e-04           3.5551e+03      1.3682e-03
    1.2949    24.3465      1.3600e-04           3.5551e+03      1.1630e-03
    1.3020    24.3457      1.5000e-04           3.5542e+03      1.2829e-03
    1.3090    24.3445      1.8700e-04           3.5535e+03      1.5994e-03
    1.3161    24.3429      1.4900e-04           3.5531e+03      1.2746e-03
    1.3231    24.3411      1.8000e-04           3.5518e+03      1.5400e-03
    1.3302    24.3390      2.2200e-04           3.5509e+03      1.8997e-03
    1.3373    24.3365      2.3700e-04           3.5494e+03      2.0284e-03
    1.3443    24.3338      2.8800e-04           3.5486e+03      2.4655e-03
    1.3514    24.3309      1.7500e-04           3.5469e+03      1.4985e-03
    1.3584    24.3278      3.0200e-04           3.5466e+03      2.5866e-03
    1.3655    24.3244      3.7000e-04           3.5448e+03      3.1699e-03
    1.3726    24.3209      3.0300e-04           3.5425e+03      2.5967e-03
    1.3796    24.3173      3.4400e-04           3.5410e+03      2.9489e-03
    1.3867    24.3135      3.3300e-04           3.5394e+03      2.8555e-03
    1.3937    24.3097      4.6100e-04           3.5379e+03      3.9543e-03
    1.4008    24.3059      3.1800e-04           3.5369e+03      2.7286e-03
    1.4079    24.3020      5.6100e-04           3.5356e+03      4.8151e-03
    1.4149    24.2982      4.2900e-04           3.5337e+03      3.6833e-03
    1.4220    24.2944      3.6900e-04           3.5331e+03      3.1692e-03
    1.4290    24.2907      3.3500e-04           3.5323e+03      2.8780e-03
    1.4361    24.2871      4.7700e-04           3.5312e+03      4.0992e-03
    1.4432    24.2837      4.9400e-04           3.5309e+03      4.2465e-03
    1.4502    24.2805      5.2300e-04           3.5296e+03      4.4969e-03
    1.4573    24.2776      3.3500e-04           3.5292e+03      2.8811e-03
    1.4643    24.2749      4.0900e-04           3.5281e+03      3.5183e-03
    1.4714    24.2725      5.1700e-04           3.5275e+03      4.4483e-03
    1.4785    24.2704      5.0900e-04           3.5275e+03      4.3802e-03
    1.4855    24.2686      5.4800e-04           3.5278e+03      4.7165e-03
    1.4926    24.2673      6.2200e-04           3.5276e+03      5.3540e-03
    1.4996    24.2664      6.7900e-04           3.5281e+03      5.8451e-03
    1.5067    24.2659      6.0100e-04           3.5287e+03      5.1738e-03
    1.5138    24.2658      8.0200e-04           3.5294e+03      6.9042e-03
    1.5208    24.2663      7.1100e-04           3.5313e+03      6.1206e-03
    1.5279    24.2673      8.0700e-04           3.5330e+03      6.9464e-03
    1.5349    24.2687      8.8200e-04           3.5332e+03      7.5911e-03
    1.5420    24.2708      1.1700e-03           3.5349e+03      1.0068e-02
    1.5491    24.2734      9.7500e-04           3.5362e+03      8.3883e-03
    1.5561    24.2765      6.7100e-04           3.5383e+03      5.7714e-03
    1.5632    24.2803      7.2500e-04           3.5404e+03      6.2339e-03
    1.5841    24.3303      6.0500e-04           3.5699e+03      5.1807e-03
    1.6051    24.4047      5.5600e-04           3.6065e+03      4.7321e-03
    1.6261    24.5011      3.4900e-04           3.6500e+03      2.9470e-03
    1.6470    24.6168      8.3000e-04           3.6977e+03      6.9430e-03
    1.6680    24.7489      6.0700e-04           3.7495e+03      5.0235e-03
    1.6890    24.8945      4.0800e-04           3.7998e+03      3.3372e-03
    1.7099    25.0511      6.5500e-04           3.8485e+03      5.2908e-03
    1.7309    25.2163      4.9500e-04           3.8960e+03      3.9461e-03
    1.7519    25.3880      1.1170e-03           3.9400e+03      8.7847e-03
    1.7728    25.5647      8.7700e-04           3.9797e+03      6.8022e-03
    1.7938    25.7448      8.1100e-04           4.0150e+03      6.2026e-03
    1.8148    25.9270      8.0800e-04           4.0450e+03      6.0931e-03
    1.8357    26.1103      1.1570e-03           4.0688e+03      8.6028e-03
    1.8567    26.2938      1.1810e-03           4.0859e+03      8.6591e-03
    1.8777    26.4767      1.1060e-03           4.0958e+03      7.9976e-03
    1.8986    26.6582      2.1260e-03           4.0975e+03      1.5165e-02
    1.9196    26.8377      2.2960e-03           4.0929e+03      1.6159e-02
    1.9405    27.0146      2.1450e-03           4.0795e+03      1.4899e-02
    1.9615    27.1884      1.3270e-03           4.0599e+03      9.0998e-03
    1.9825    27.3584      1.7270e-03           4.0330e+03      1.1696e-02
    2.0034    27.5242      8.1800e-04           4.0001e+03      5.4734e-03
    2.0244    27.6854      9.6600e-04           3.9618e+03      6.3886e-03
    2.0454    27.8412      9.3200e-04           3.9185e+03      6.0949e-03
    2.0663    27.9914      7.4700e-04           3.8703e+03      4.8328e-03
    2.0873    28.1354      7.2300e-04           3.8193e+03      4.6298e-03
    2.1083    28.2727      4.5000e-04           3.7657e+03      2.8537e-03
    2.1292    28.4029      4.5800e-04           3.7108e+03      2.8779e-03
    2.1502    28.5255      4.0400e-04           3.6562e+03      2.5168e-03
    2.1712    28.6401      6.4000e-04           3.6011e+03      3.9551e-03
    2.1921    28.7463      6.2400e-04           3.5455e+03      3.8278e-03
    2.2131    28.8436      6.0300e-04           3.4940e+03      3.6741e-03
    2.2341    28.9318      6.0200e-04           3.4436e+03      3.6457e-03
    2.2550    29.0104      6.3000e-04           3.3972e+03      3.7946e-03
    2.2760    29.0792      5.7300e-04           3.3552e+03      3.4349e-03
    2.2970    29.1378      4.8500e-04           3.3197e+03      2.8957e-03
    2.3179    29.1862      5.1400e-04           3.2903e+03      3.0587e-03
    2.3389    29.2240      9.0800e-04           3.2812e+03      5.3894e-03
    2.3598    29.2511      8.0500e-04           3.2633e+03      4.7692e-03
    2.3808    29.2674      9.1600e-04           3.2520e+03      5.4207e-03
    2.4018    29.2728      8.7900e-04           3.2509e+03      5.1998e-03
    2.4153    29.2723      1.1140e-03           3.2511e+03      6.5902e-03
    2.4289    29.2708      8.7100e-04           3.2516e+03      5.1532e-03
    2.4424    29.2682      1.5470e-03           3.2526e+03      9.1544e-03
    2.4560    29.2644      1.4300e-03           3.2541e+03      8.4642e-03
    2.4695    29.2594      1.6050e-03           3.2563e+03      9.5033e-03
    2.4830    29.2531      1.4230e-03           3.2591e+03      8.4293e-03
    2.4966    29.2454      1.2870e-03           3.2624e+03      7.6277e-03
    2.5101    29.2361      9.9200e-04           3.2698e+03      5.8831e-03
    2.5237    29.2253      1.2580e-03           3.2744e+03      7.4661e-03
    2.5372    29.2129      1.0710e-03           3.2791e+03      6.3617e-03
    2.5508    29.1988      1.3850e-03           3.2840e+03      8.2347e-03
    2.5643    29.1831      1.7220e-03           3.2893e+03      1.0249e-02
    2.5778    29.1658      1.2790e-03           3.2951e+03      7.6217e-03
    2.5914    29.1469      2.1880e-03           3.3021e+03      1.3055e-02
    2.6049    29.1266      9.6200e-04           3.3114e+03      5.7481e-03
    2.6185    29.1048      1.3900e-03           3.3219e+03      8.3179e-03
    2.6320    29.0816      1.7080e-03           3.3344e+03      1.0237e-02
    2.6456    29.0571      1.8140e-03           3.3480e+03      1.0891e-02
    2.6591    29.0314      1.4950e-03           3.3637e+03      8.9916e-03
    2.6726    29.0046      1.1640e-03           3.3812e+03      7.0137e-03
    2.6862    28.9710      1.1530e-03           3.4001e+03      6.9636e-03
    2.6997    28.9366      7.9400e-04           3.4208e+03      4.8068e-03
    2.7133    28.9017      9.2900e-04           3.4413e+03      5.6377e-03
    2.7268    28.8667      6.1700e-04           3.4632e+03      3.7534e-03
    2.7404    28.8321      5.0700e-04           3.4863e+03      3.0916e-03
    2.7539    28.7983      8.5600e-04           3.5097e+03      5.2320e-03
    2.7675    28.7656      1.3240e-03           3.5336e+03      8.1109e-03
    2.7810    28.7345      1.0960e-03           3.5589e+03      6.7287e-03
    2.7945    28.7052      1.2330e-03           3.5855e+03      7.5853e-03
    2.8081    28.6781      1.3250e-03           3.6136e+03      8.1667e-03
    2.8216    28.6533      1.5250e-03           3.6427e+03      9.4157e-03
    2.8352    28.6310      1.7680e-03           3.6735e+03      1.0933e-02
    2.8487    28.6114      1.7460e-03           3.7049e+03      1.0812e-02
    2.8623    28.5944      2.3040e-03           3.7366e+03      1.4284e-02
    2.8758    28.5802      2.2120e-03           3.7720e+03      1.3727e-02
    2.8893    28.5687      2.8640e-03           3.8027e+03      1.7788e-02
    2.9029    28.5598      3.8610e-03           3.8326e+03      2.3995e-02
    2.9164    28.5534      4.7870e-03           3.8615e+03      2.9763e-02
    2.9300    28.5497      1.8390e-03           3.8890e+03      1.1437e-02
    2.9435    28.5485      6.1800e-04           3.9151e+03      3.8437e-03
    2.9760    28.5396      2.7930e-03           3.8431e+03      1.7382e-02
    3.0085    28.5133      2.0920e-03           3.7976e+03      1.3044e-02
    3.0409    28.4701      1.4750e-03           3.8866e+03      9.2245e-03
    3.0734    28.4111      7.4600e-04           3.9645e+03      4.6848e-03
    3.1059    28.3372      4.8300e-04           4.0691e+03      3.0490e-03
    3.1384    28.2496      4.1800e-04           4.1895e+03      2.6551e-03
    3.1708    28.1494      1.9400e-04           4.3150e+03      1.2411e-03
    3.2033    28.0374      1.4900e-04           4.4367e+03      9.6082e-04
    3.2358    27.9146      1.4800e-04           4.5484e+03      9.6278e-04
    3.2683    27.7820      1.4600e-04           4.6451e+03      9.5886e-04
    3.3007    27.6405      2.4600e-04           4.7239e+03      1.6322e-03
    3.3332    27.4915      2.4000e-04           4.7816e+03      1.6097e-03
    3.3657    27.3366      3.4900e-04           4.8152e+03      2.3674e-03
    3.3981    27.1782      4.7600e-04           4.8242e+03      3.2666e-03
    3.4306    27.0192      8.8900e-04           4.8060e+03      6.1729e-03
    3.4631    26.8635      9.7000e-04           4.7573e+03      6.8136e-03
    3.4956    26.7155      1.4780e-03           4.6783e+03      1.0497e-02
    3.5280    26.5804      1.5700e-03           4.5664e+03      1.1264e-02
    3.5605    26.4631      2.2500e-03           4.4225e+03      1.6287e-02
    3.5930    26.3677      2.7360e-03           4.2541e+03      1.9948e-02
    3.6255    26.2959      4.7880e-03           4.0766e+03      3.5100e-02
    3.6579    26.2471      4.2410e-03           3.9098e+03      3.1206e-02
    3.6904    26.2181      3.3340e-03           3.7712e+03      2.4586e-02
    3.7229    26.2053      1.6420e-03           3.6717e+03      1.2121e-02
    3.7554    26.2062      1.0990e-03           3.6107e+03      8.1118e-03
    3.7878    26.2203      4.7000e-04           3.5819e+03      3.4654e-03
    3.8203    26.2489      3.5600e-04           3.5749e+03      2.6191e-03
    3.8528    26.2943      2.9900e-04           3.5812e+03      2.1922e-03
    3.8852    26.3589      1.7600e-04           3.5958e+03      1.2841e-03
    3.9177    26.4446      2.4400e-04           3.6137e+03      1.7687e-03
    3.9502    26.5520      4.3200e-04           3.6302e+03      3.1061e-03
    3.9827    26.6810      4.3500e-04           3.6427e+03      3.0975e-03
    4.0151    26.8299      4.6200e-04           3.6547e+03      3.2534e-03
    4.0476    26.9964      8.0400e-04           3.6756e+03      5.5921e-03
    4.0801    27.1774      1.1860e-03           3.7041e+03      8.1395e-03
    4.1126    27.3695      7.0600e-04           3.7388e+03      4.7775e-03
    4.1450    27.5691      9.6800e-04           3.7801e+03      6.4560e-03
    4.1775    27.7726      6.4200e-04           3.8287e+03      4.2192e-03
    4.2100    27.9769      1.3290e-03           3.8824e+03      8.6071e-03
    4.2424    28.1791      6.0600e-04           3.9376e+03      3.8686e-03

    0.0000    28.5485      6.1800e-04           3.9151e+03      3.8437e-03
    0.0250    28.5475      3.6050e-03           3.8519e+03      2.2423e-02
    0.0499    28.5444      3.0390e-03           3.7988e+03      1.8907e-02
    0.0749    28.5392      2.1100e-03           3.7539e+03      1.3132e-02
    0.0998    28.5317      1.7450e-03           3.7178e+03      1.0866e-02
    0.1248    28.5216      1.3850e-03           3.6933e+03      8.6304e-03
    0.1498    28.5089      1.0300e-03           3.6816e+03      6.4240e-03
    0.1747    28.4933      1.0440e-03           3.6956e+03      6.5185e-03
    0.1997    28.4749      1.1350e-03           3.6969e+03      7.0958e-03
    0.2246    28.4535      8.5000e-04           3.7017e+03      5.3220e-03
    0.2496    28.4294      7.4800e-04           3.7058e+03      4.6913e-03
    0.2746    28.4027      8.0000e-04           3.7121e+03      5.0269e-03
    0.2995    28.3739      7.0400e-04           3.7150e+03      4.4327e-03
    0.3245    28.3435      9.2200e-04           3.7153e+03      5.8177e-03
    0.3494    28.3120      1.1600e-03           3.7137e+03      7.3358e-03
    0.3744    28.2803      1.3170e-03           3.7100e+03      8.3473e-03
    0.3993    28.2490      1.6230e-03           3.7028e+03      1.0310e-02
    0.4243    28.2188      1.1020e-03           3.6931e+03      7.0151e-03
    0.4493    28.1906      1.4420e-03           3.6791e+03      9.1979e-03
    0.4742    28.1651      1.6400e-03           3.6618e+03      1.0480e-02
    0.4992    28.1428      1.3240e-03           3.6424e+03      8.4739e-03
    0.5241    28.1243      1.1410e-03           3.6194e+03      7.3123e-03
    0.5491    28.1100      1.1480e-03           3.5918e+03      7.3646e-03
    0.5741    28.1000      9.4100e-04           3.5595e+03      6.0410e-03
    0.5990    28.0944      5.8300e-04           3.5213e+03      3.7442e-03
    0.6240    28.0926      3.1900e-04           3.4792e+03      2.0490e-03
    0.6489    28.0942      1.9300e-04           3.4329e+03      1.2395e-03
    0.6739    28.0979      1.6300e-04           3.3849e+03      1.0466e-03
    0.6989    28.1022      8.1000e-05           3.3385e+03      5.1992e-04
    0.7238    28.1052      8.0000e-05           3.2966e+03      5.1339e-04
    0.7488    28.1045      1.0300e-04           3.2612e+03      6.6102e-04
    0.7737    28.0979      1.0100e-04           3.2366e+03      6.4849e-04
    0.7987    28.0832      1.3000e-04           3.2228e+03      8.3557e-04
    0.8237    28.0597      1.0700e-04           3.2198e+03      6.8889e-04
    0.8486    28.0277      1.3500e-04           3.2249e+03      8.7114e-04
    0.8736    27.9887      1.3900e-04           3.2341e+03      8.9946e-04
    0.8985    27.9450      2.6500e-04           3.2440e+03      1.7202e-03
    0.9235    27.8991      4.9800e-04           3.2538e+03      3.2432e-03
    0.9484    27.8534      7.5100e-04           3.2632e+03      4.9070e-03
    0.9734    27.8098      8.6100e-04           3.2720e+03      5.6434e-03
    0.9984    27.7698      1.0750e-03           3.2797e+03      7.0663e-03
    1.0078    27.7650      1.0360e-03           3.2810e+03      6.8123e-03
    1.0172    27.7602      9.3000e-04           3.2821e+03      6.1174e-03
    1.0266    27.7554      1.1010e-03           3.2837e+03      7.2447e-03
    1.0360    27.7505      1.1760e-03           3.2852e+03      7.7410e-03
    1.0454    27.7456      9.5500e-04           3.2854e+03      6.2885e-03
    1.0548    27.7407      1.2390e-03           3.2849e+03      8.1614e-03
    1.0643    27.7358      5.8500e-04           3.2851e+03      3.8548e-03
    1.0737    27.7309      7.7700e-04           3.2844e+03      5.1218e-03
    1.0831    27.7261      7.7900e-04           3.2832e+03      5.1368e-03
    1.0925    27.7214      6.8700e-04           3.2823e+03      4.5317e-03
    1.1019    27.7167      3.7300e-04           3.2816e+03      2.4613e-03
    1.1113    27.7121      4.5000e-04           3.2806e+03      2.9703e-03
    1.1207    27.7077      5.0900e-04           3.2798e+03      3.3608e-03
    1.1302    27.7033      3.7400e-04           3.2778e+03      2.4702e-03
    1.1396    27.6990      3.2900e-04           3.2764e+03      2.1737e-03
    1.1490    27.6950      3.6500e-04           3.2742e+03      2.4122e-03
    1.1584    27.6910      3.1500e-04           3.2729e+03      2.0824e-03
    1.1678    27.6873      2.1900e-04           3.2714e+03      1.4481e-03
    1.1772    27.6837      3.2500e-04           3.2702e+03      2.1496e-03
    1.1866    27.6804      4.1500e-04           3.2695e+03      2.7456e-03
    1.1960    27.6773      4.2100e-04           3.2696e+03      2.7859e-03
    1.2055    27.6745      3.6000e-04           3.2688e+03      2.3827e-03
    1.2149    27.6720      2.9000e-04           3.2684e+03      1.9198e-03
    1.2243    27.6697      2.1500e-04           3.2674e+03      1.4235e-03
    1.2337    27.6678      6.8000e-05           3.2680e+03      4.5029e-04
    1.2431    27.6662      2.6000e-04           3.2674e+03      1.7219e-03
    1.2525    27.6649      2.1100e-04           3.2672e+03      1.3975e-03
    1.2619    27.6640      1.6200e-04           3.2674e+03      1.0730e-03
    1.2714    27.6635      2.0700e-04           3.2678e+03      1.3712e-03
    1.2808    27.6633      1.4800e-04           3.2692e+03      9.8036e-04
    1.2878    27.6634      2.2100e-04           3.2677e+03      1.4639e-03
    1.2949    27.6637      2.5000e-04           3.2677e+03      1.6560e-03
    1.3020    27.6642      2.9000e-04           3.2672e+03      1.9208e-03
    1.3090    27.6649      2.1100e-04           3.2672e+03      1.3975e-03
    1.3161    27.6659      3.5200e-04           3.2676e+03      2.3312e-03
    1.3231    27.6670      1.8600e-04           3.2674e+03      1.2317e-03
    1.3302    27.6683      1.8800e-04           3.2678e+03      1.2449e-03
    1.3373    27.6697      2.1500e-04           3.2674e+03      1.4235e-03
    1.3443    27.6714      2.7400e-04           3.2683e+03      1.8139e-03
    1.3514    27.6732      2.6200e-04           3.2685e+03      1.7343e-03
    1.3584    27.6752      3.0000e-04           3.2696e+03      1.9855e-03
    1.3655    27.6773      4.2100e-04           3.2696e+03      2.7859e-03
    1.3726    27.6796      4.2900e-04           3.2695e+03      2.8384e-03
    1.3796    27.6820      3.2900e-04           3.2700e+03      2.1764e-03
    1.3867    27.6846      3.0200e-04           3.2705e+03      1.9974e-03
    1.3937    27.6873      2.1900e-04           3.2714e+03      1.4481e-03
    1.4008    27.6901      2.8200e-04           3.2729e+03      1.8644e-03
    1.4079    27.6930      3.8500e-04           3.2742e+03      2.5448e-03
    1.4149    27.6960      3.3400e-04           3.2742e+03      2.2072e-03
    1.4220    27.6990      3.2900e-04           3.2764e+03      2.1737e-03
    1.4290    27.7022      3.2900e-04           3.2777e+03      2.1732e-03
    1.4361    27.7055      2.6400e-04           3.2788e+03      1.7434e-03
    1.4432    27.7088      4.0000e-04           3.2797e+03      2.6409e-03
    1.4502    27.7121      4.5000e-04           3.2806e+03      2.9703e-03
    1.4573    27.7156      4.1700e-04           3.2814e+03      2.7518e-03
    1.4643    27.7191      6.2600e-04           3.2816e+03      4.1300e-03
    1.4714    27.7226      5.7200e-04           3.2823e+03      3.7728e-03
    1.4785    27.7261      7.7900e-04           3.2832e+03      5.1368e-03
    1.4855    27.7297      7.5100e-04           3.2842e+03      4.9508e-03
    1.4926    27.7334      8.1700e-04           3.2840e+03      5.3845e-03
    1.4996    27.7370      6.7600e-04           3.2849e+03      4.4541e-03
    1.5067    27.7407      1.2390e-03           3.2849e+03      8.1614e-03
    1.5138    27.7443      8.3500e-04           3.2851e+03      5.4988e-03
    1.5208    27.7480      1.5080e-03           3.2852e+03      9.9281e-03
    1.5279    27.7517      1.1660e-03           3.2850e+03      7.6745e-03
    1.5349    27.7554      1.1010e-03           3.2837e+03      7.2447e-03
    1.5420    27.7590      1.0850e-03           3.2826e+03      7.1376e-03
    1.5491    27.7626      1.1180e-03           3.2815e+03      7.3528e-03
    1.5561    27.7662      1.2600e-03           3.2807e+03      8.2845e-03
    1.5632    27.7698      1.0750e-03           3.2797e+03      7.0663e-03
    1.5841    27.8098      7.6600e-04           3.2708e+03      5.0207e-03
    1.6051    27.8541      8.0700e-04           3.2605e+03      5.2726e-03
    1.6261    27.9019      4.1500e-04           3.2492e+03      2.7022e-03
    1.6470    27.9522      3.3500e-04           3.2370e+03      2.1734e-03
    1.6680    28.0037      6.2800e-04           3.2240e+03      4.0594e-03
    1.6890    28.0549      5.4400e-04           3.2096e+03      3.5036e-03
    1.7099    28.1039      1.9400e-04           3.1977e+03      1.2451e-03
    1.7309    28.1484      3.3000e-04           3.1915e+03      2.1112e-03
    1.7519    28.1864      1.6600e-04           3.1968e+03      1.0592e-03
    1.7728    28.2163      3.3800e-04           3.2177e+03      2.1520e-03
    1.7938    28.2376      4.4000e-04           3.2581e+03      2.7972e-03
    1.8148    28.2512      8.0300e-04           3.3149e+03      5.1000e-03
    1.8357    28.2589      1.1850e-03           3.3826e+03      7.5221e-03
    1.8567    28.2635      1.1480e-03           3.4547e+03      7.2848e-03
    1.8777    28.2677      1.5650e-03           3.5249e+03      9.9280e-03
    1.8986    28.2737      1.3880e-03           3.5898e+03      8.8015e-03
    1.9196    28.2836      7.0600e-04           3.6474e+03      4.4737e-03
    1.9405    28.2985      1.6320e-03           3.6970e+03      1.0331e-02
    1.9615    28.3196      1.1460e-03           3.7375e+03      7.2434e-03
    1.9825    28.3472      1.4950e-03           3.7689e+03      9.4309e-03
    2.0034    28.3815      1.4290e-03           3.7918e+03      8.9927e-03
    2.0244    28.4224      6.4700e-04           3.8072e+03      4.0599e-03
    2.0454    28.4692      6.6800e-04           3.8137e+03      4.1779e-03
    2.0663    28.5216      1.0570e-03           3.8111e+03      6.5865e-03
    2.0873    28.5785      4.6700e-04           3.8005e+03      2.8985e-03
    2.1083    28.6390      6.8100e-04           3.7812e+03      4.2088e-03
    2.1292    28.7022      1.7770e-03           3.7544e+03      1.0934e-02
    2.1502    28.7668      1.4680e-03           3.7210e+03      8.9923e-03
