  # q-path    omega_q   gamma(q)(meV)     g(q)^2 (meV*ryd)          lambda
    2.1712    28.8318      1.1450e-03           3.6805e+03      6.9822e-03
    2.1921    28.8959      2.6130e-03           3.6329e+03      1.5863e-02
    2.2131    28.9582      1.7390e-03           3.5830e+03      1.0512e-02
    2.2341    29.0174      2.7580e-03           3.5289e+03      1.6604e-02
    2.2550    29.0725      1.7990e-03           3.4741e+03      1.0789e-02
    2.2760    29.1225      1.7280e-03           3.4202e+03      1.0328e-02
    2.2970    29.1666      1.1430e-03           3.3705e+03      6.8109e-03
    2.3179    29.2038      1.8320e-03           3.3267e+03      1.0889e-02
    2.3389    29.2336      9.0800e-04           3.2812e+03      5.3858e-03
    2.3598    29.2552      8.0500e-04           3.2633e+03      4.7678e-03
    2.3808    29.2684      9.1600e-04           3.2520e+03      5.4204e-03
    2.4018    29.2728      8.7900e-04           3.2509e+03      5.1998e-03
    2.4153    29.2727      1.1140e-03           3.2511e+03      6.5901e-03
    2.4289    29.2721      8.7100e-04           3.2516e+03      5.1528e-03
    2.4424    29.2710      1.5470e-03           3.2526e+03      9.1526e-03
    2.4560    29.2692      1.4300e-03           3.2541e+03      8.4614e-03
    2.4695    29.2667      1.6050e-03           3.2563e+03      9.4986e-03
    2.4830    29.2631      1.4230e-03           3.2591e+03      8.4235e-03
    2.4966    29.2583      1.2870e-03           3.2624e+03      7.6210e-03
    2.5101    29.2519      9.4100e-04           3.2626e+03      5.5746e-03
    2.5237    29.2438      1.1020e-03           3.2666e+03      6.5320e-03
    2.5372    29.2336      9.9200e-04           3.2712e+03      5.8841e-03
    2.5508    29.2213      1.2970e-03           3.2763e+03      7.6997e-03
    2.5643    29.2067      1.6480e-03           3.2822e+03      9.7931e-03
    2.5778    29.1896      1.5530e-03           3.2889e+03      9.2394e-03
    2.5914    29.1700      1.7390e-03           3.2972e+03      1.0360e-02
    2.6049    29.1479      1.1500e-03           3.3077e+03      6.8614e-03
    2.6185    29.1234      1.3220e-03           3.3194e+03      7.9009e-03
    2.6320    29.0966      1.5220e-03           3.3330e+03      9.1130e-03
    2.6456    29.0677      1.8140e-03           3.3480e+03      1.0883e-02
    2.6591    29.0369      1.4950e-03           3.3637e+03      8.9882e-03
    2.6726    29.0046      1.1640e-03           3.3812e+03      7.0137e-03
    2.6862    28.9767      1.1530e-03           3.4001e+03      6.9608e-03
    2.6997    28.9479      7.9400e-04           3.4208e+03      4.8030e-03
    2.7133    28.9184      8.9100e-04           3.4447e+03      5.4008e-03
    2.7268    28.8882      5.4400e-04           3.4683e+03      3.3044e-03
    2.7404    28.8577      4.4100e-04           3.4932e+03      2.6844e-03
    2.7539    28.8270      7.1800e-04           3.5185e+03      4.3798e-03
    2.7675    28.7963      9.8500e-04           3.5441e+03      6.0213e-03
    2.7810    28.7661      8.4000e-04           3.5707e+03      5.1457e-03
    2.7945    28.7365      9.9400e-04           3.5983e+03      6.1017e-03
    2.8081    28.7080      1.0290e-03           3.6269e+03      6.3291e-03
    2.8216    28.6808      1.1860e-03           3.6557e+03      7.3086e-03
    2.8352    28.6553      1.2600e-03           3.6858e+03      7.7784e-03
    2.8487    28.6318      1.4210e-03           3.7160e+03      8.7867e-03
    2.8623    28.6107      1.5300e-03           3.7461e+03      9.4747e-03
    2.8758    28.5923      2.2120e-03           3.7720e+03      1.3716e-02
    2.8893    28.5769      2.8640e-03           3.8027e+03      1.7778e-02
    2.9029    28.5646      3.8610e-03           3.8326e+03      2.3987e-02
    2.9164    28.5557      4.7870e-03           3.8615e+03      2.9758e-02
    2.9300    28.5503      1.8390e-03           3.8890e+03      1.1436e-02
    2.9435    28.5485      6.1800e-04           3.9151e+03      3.8437e-03
    2.9760    28.5423      2.7930e-03           3.8431e+03      1.7379e-02
    3.0085    28.5240      2.0920e-03           3.7976e+03      1.3034e-02
    3.0409    28.4941      1.8240e-03           3.6767e+03      1.1388e-02
    3.0734    28.4536      1.2690e-03           3.6182e+03      7.9454e-03
    3.1059    28.4042      9.0900e-04           3.5639e+03      5.7112e-03
    3.1384    28.3479      6.3500e-04           3.5097e+03      4.0055e-03
    3.1708    28.2879      3.4200e-04           3.4523e+03      2.1665e-03
    3.2033    28.2279      1.9000e-04           3.3917e+03      1.2087e-03
    3.2358    28.1722      1.4100e-04           3.3293e+03      9.0055e-04
    3.2683    28.1262      1.0600e-04           3.2662e+03      6.7923e-04
    3.3007    28.0951      2.1200e-04           3.2045e+03      1.3615e-03
    3.3332    28.0845      1.7500e-04           3.1458e+03      1.1247e-03
    3.3657    28.0991      2.4100e-04           3.0921e+03      1.5473e-03
    3.3981    28.1422      3.7700e-04           3.0473e+03      2.4130e-03
    3.4306    28.2157      5.6000e-04           3.0146e+03      3.5656e-03
    3.4631    28.3193      7.6800e-04           2.9962e+03      4.8543e-03
    3.4956    28.4507      1.2850e-03           2.9956e+03      8.0472e-03
    3.5280    28.6061      1.9160e-03           3.0119e+03      1.1869e-02
    3.5605    28.7805      2.9310e-03           3.0436e+03      1.7937e-02
    3.5930    28.9061      4.0800e-04           4.2370e+03      2.4752e-03
    3.6255    28.8697      1.3080e-03           4.1856e+03      7.9552e-03
    3.6579    28.8709      8.1300e-04           4.1224e+03      4.9442e-03
    3.6904    28.9121      9.1800e-04           4.0498e+03      5.5669e-03
    3.7229    28.9926      7.6700e-04           3.9746e+03      4.6254e-03
    3.7554    29.1077      4.7800e-04           3.9040e+03      2.8598e-03
    3.7878    29.2502      3.7500e-04           3.8447e+03      2.2218e-03
    3.8203    29.4117      2.0000e-04           3.7991e+03      1.1720e-03
    3.8528    29.5841      1.8600e-04           3.7666e+03      1.0773e-03
    3.8852    29.7599      2.4900e-04           3.7498e+03      1.4252e-03
    3.9177    29.7681      6.3500e-04           4.3491e+03      3.6325e-03
    3.9502    29.6532      7.3000e-04           4.3396e+03      4.2083e-03
    3.9827    29.5279      4.8300e-04           4.3108e+03      2.8081e-03
    4.0151    29.3927      4.2100e-04           4.2709e+03      2.4702e-03
    4.0476    29.2474      5.1300e-04           4.2318e+03      3.0400e-03
    4.0801    29.0921      6.7300e-04           4.1903e+03      4.0308e-03
    4.1126    28.9269      4.9400e-04           4.1447e+03      2.9926e-03
    4.1450    28.7521      7.8000e-04           4.0958e+03      4.7828e-03
    4.1775    28.5684      6.9500e-04           4.0446e+03      4.3166e-03
    4.2100    28.3769      7.6200e-04           3.9918e+03      4.7968e-03
    4.2424    28.1791      6.0600e-04           3.9376e+03      3.8686e-03

    0.0000    30.5491      2.2900e-04           5.5582e+03      1.2439e-03
    0.0250    30.5477      1.6327e-02           5.4963e+03      8.8691e-02
    0.0499    30.5438      1.5293e-02           5.4238e+03      8.3095e-02
    0.0749    30.5377      8.2250e-03           5.3446e+03      4.4709e-02
    0.0998    30.5298      5.9940e-03           5.2625e+03      3.2599e-02
    0.1248    30.5204      3.4670e-03           5.1793e+03      1.8867e-02
    0.1498    30.5094      2.2180e-03           5.0933e+03      1.2079e-02
    0.1747    30.4968      1.7700e-03           5.0054e+03      9.6471e-03
    0.1997    30.4823      1.4970e-03           4.9108e+03      8.1669e-03
    0.2246    30.4655      1.1120e-03           4.8105e+03      6.0732e-03
    0.2496    30.4460      8.9900e-04           4.7012e+03      4.9162e-03
    0.2746    30.4233      1.0090e-03           4.5887e+03      5.5260e-03
    0.2995    30.3970      1.2900e-03           4.4718e+03      7.0771e-03
    0.3245    30.3668      1.6210e-03           4.3559e+03      8.9108e-03
    0.3494    30.3323      1.6890e-03           4.2443e+03      9.3057e-03
    0.3744    30.2933      1.4710e-03           4.1424e+03      8.1255e-03
    0.3993    30.2495      1.7850e-03           4.0516e+03      9.8885e-03
    0.4243    30.2010      1.2910e-03           3.9746e+03      7.1749e-03
    0.4493    30.1476      1.2250e-03           3.9100e+03      6.8322e-03
    0.4742    30.0894      1.4980e-03           3.8581e+03      8.3872e-03
    0.4992    30.0264      1.2980e-03           3.8199e+03      7.2979e-03
    0.5241    29.9590      1.4390e-03           3.7921e+03      8.1271e-03
    0.5491    29.8876      1.1830e-03           3.7727e+03      6.7132e-03
    0.5741    29.8127      9.9700e-04           3.7596e+03      5.6862e-03
    0.5990    29.7353      7.1800e-04           3.7501e+03      4.1163e-03
    0.6240    29.6565      3.3500e-04           3.7431e+03      1.9308e-03
    0.6489    29.5779      1.5500e-04           3.7363e+03      8.9811e-04
    0.6739    29.5013      1.2200e-04           3.7298e+03      7.1057e-04
    0.6989    29.4289      8.1000e-05           3.7222e+03      4.7410e-04
    0.7238    29.3634      5.9000e-05           3.7123e+03      3.4687e-04
    0.7488    29.3076      7.3000e-05           3.6961e+03      4.3082e-04
    0.7737    29.2642      8.0000e-05           3.6730e+03      4.7353e-04
    0.7987    29.2355      1.0700e-04           3.6395e+03      6.3459e-04
    0.8237    29.2224      9.0000e-05           3.5960e+03      5.3425e-04
    0.8486    29.2246      8.6000e-05           3.5447e+03      5.1042e-04
    0.8736    29.2404      1.1400e-04           3.4882e+03      6.7588e-04
    0.8985    29.2669      2.6600e-04           3.4280e+03      1.5742e-03
    0.9235    29.3014      3.5400e-04           3.3680e+03      2.0900e-03
    0.9484    29.3408      6.2600e-04           3.3093e+03      3.6860e-03
    0.9734    29.3824      6.0700e-04           3.2529e+03      3.5641e-03
    0.9984    29.4241      1.6740e-03           3.1987e+03      9.8012e-03
    1.0078    29.4294      1.1340e-03           3.1908e+03      6.6371e-03
    1.0172    29.4348      8.5700e-04           3.1836e+03      5.0141e-03
    1.0266    29.4402      1.1090e-03           3.1775e+03      6.4860e-03
    1.0360    29.4458      1.0490e-03           3.1727e+03      6.1328e-03
    1.0454    29.4513      8.5900e-04           3.1669e+03      5.0201e-03
    1.0548    29.4568      1.0070e-03           3.1617e+03      5.8829e-03
    1.0643    29.4623      5.0900e-04           3.1582e+03      2.9725e-03
    1.0737    29.4676      5.4900e-04           3.1548e+03      3.2049e-03
    1.0831    29.4728      6.1700e-04           3.1522e+03      3.6006e-03
    1.0925    29.4779      4.4800e-04           3.1501e+03      2.6135e-03
    1.1019    29.4828      2.5300e-04           3.1488e+03      1.4754e-03
    1.1113    29.4876      3.2000e-04           3.1475e+03      1.8655e-03
    1.1207    29.4921      2.3700e-04           3.1468e+03      1.3812e-03
    1.1302    29.4965      2.2900e-04           3.1451e+03      1.3342e-03
    1.1396    29.5006      1.8500e-04           3.1445e+03      1.0776e-03
    1.1490    29.5046      1.9700e-04           3.1435e+03      1.1471e-03
    1.1584    29.5083      1.4600e-04           3.1436e+03      8.4995e-04
    1.1678    29.5118      1.3700e-04           3.1436e+03      7.9737e-04
    1.1772    29.5150      1.5200e-04           3.1440e+03      8.8448e-04
    1.1866    29.5180      1.1800e-04           3.1445e+03      6.8650e-04
    1.1960    29.5207      1.3900e-04           3.1454e+03      8.0852e-04
    1.2055    29.5232      8.2000e-05           3.1458e+03      4.7689e-04
    1.2149    29.5254      7.3000e-05           3.1463e+03      4.2448e-04
    1.2243    29.5273      9.1000e-05           3.1463e+03      5.2908e-04
    1.2337    29.5289      6.4000e-05           3.1475e+03      3.7206e-04
    1.2431    29.5303      5.7000e-05           3.1478e+03      3.3134e-04
    1.2525    29.5313      4.6000e-05           3.1483e+03      2.6738e-04
    1.2619    29.5321      6.9000e-05           3.1490e+03      4.0104e-04
    1.2714    29.5326      6.0000e-05           3.1494e+03      3.4872e-04
    1.2808    29.5327      3.5000e-05           3.1508e+03      2.0342e-04
    1.2878    29.5326      5.9000e-05           3.1493e+03      3.4291e-04
    1.2949    29.5324      5.4000e-05           3.1494e+03      3.1385e-04
    1.3020    29.5319      6.9000e-05           3.1487e+03      4.0105e-04
    1.3090    29.5313      4.6000e-05           3.1483e+03      2.6738e-04
    1.3161    29.5306      6.3000e-05           3.1482e+03      3.6621e-04
    1.3231    29.5297      6.5000e-05           3.1475e+03      3.7786e-04
    1.3302    29.5286      7.2000e-05           3.1471e+03      4.1858e-04
    1.3373    29.5273      9.1000e-05           3.1463e+03      5.2908e-04
    1.3443    29.5259      9.5000e-05           3.1465e+03      5.5239e-04
    1.3514    29.5243      1.0200e-04           3.1458e+03      5.9316e-04
    1.3584    29.5226      1.0600e-04           3.1462e+03      6.1649e-04
    1.3655    29.5207      1.3900e-04           3.1454e+03      8.0852e-04
    1.3726    29.5187      1.2600e-04           3.1448e+03      7.3300e-04
    1.3796    29.5165      1.5100e-04           3.1442e+03      8.7857e-04
    1.3867    29.5142      1.3900e-04           3.1439e+03      8.0888e-04
    1.3937    29.5118      1.3700e-04           3.1436e+03      7.9737e-04
    1.4008    29.5092      1.5900e-04           3.1440e+03      9.2558e-04
    1.4079    29.5065      1.4100e-04           3.1440e+03      8.2094e-04
    1.4149    29.5036      1.9700e-04           3.1434e+03      1.1472e-03
    1.4220    29.5006      1.8500e-04           3.1445e+03      1.0776e-03
    1.4290    29.4976      1.7200e-04           3.1452e+03      1.0020e-03
    1.4361    29.4943      1.7800e-04           3.1460e+03      1.0372e-03
    1.4432    29.4910      2.5900e-04           3.1468e+03      1.5096e-03
    1.4502    29.4876      3.2000e-04           3.1475e+03      1.8655e-03
    1.4573    29.4840      2.4300e-04           3.1485e+03      1.4170e-03
    1.4643    29.4804      4.7300e-04           3.1493e+03      2.7588e-03
    1.4714    29.4766      3.3700e-04           3.1503e+03      1.9661e-03
    1.4785    29.4728      6.1700e-04           3.1522e+03      3.6006e-03
    1.4855    29.4689      5.6600e-04           3.1543e+03      3.3038e-03
    1.4926    29.4649      5.6000e-04           3.1559e+03      3.2697e-03
    1.4996    29.4609      6.3800e-04           3.1588e+03      3.7261e-03
    1.5067    29.4568      1.0070e-03           3.1617e+03      5.8829e-03
    1.5138    29.4527      7.1500e-04           3.1654e+03      4.1782e-03
    1.5208    29.4485      1.1280e-03           3.1696e+03      6.5935e-03
    1.5279    29.4444      1.0000e-03           3.1739e+03      5.8469e-03
    1.5349    29.4402      1.1090e-03           3.1775e+03      6.4860e-03
    1.5420    29.4361      9.3400e-04           3.1824e+03      5.4641e-03
    1.5491    29.4320      8.9500e-04           3.1870e+03      5.2374e-03
    1.5561    29.4280      1.2930e-03           3.1927e+03      7.5685e-03
